ID,Size,Type,"Date Commissioned",Length,"Water Supply System","Water Source","Off-Take Point",Barangay
20034,100,PVC,,1.978,"{""type"":""MultiLineString"",""coordinates"":[[[125.523200533,7.080869945],[125.523207925,7.080853658]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20035,100,PVC,,124.773,"{""type"":""MultiLineString"",""coordinates"":[[[125.523200533,7.080869945],[125.523355676,7.080926106],[125.523534271,7.080965601],[125.523588994,7.08098288],[125.523740726,7.081142834],[125.52375167,7.081168012],[125.523958286,7.081596403]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20081,100,PVC,,75.992,"{""type"":""MultiLineString"",""coordinates"":[[[125.649182988,7.121692847],[125.649323,7.121361],[125.649394194,7.121041799]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20083,100,PVC,,36.398,"{""type"":""MultiLineString"",""coordinates"":[[[125.649052943,7.122034032],[125.649169,7.121726]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20100,50,GI,,0.474,"{""type"":""MultiLineString"",""coordinates"":[[[125.648201441,7.121723498],[125.648201563,7.121723178],[125.648201732,7.121722737],[125.648202096,7.121722879],[125.64820326,7.12172003]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20101,50,GI,,0.481,"{""type"":""MultiLineString"",""coordinates"":[[[125.648200496,7.121727295],[125.648201538,7.121724578],[125.648201099,7.121724395],[125.648201298,7.121723874],[125.648201441,7.121723498]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20102,50,PVC,,37.861,"{""type"":""MultiLineString"",""coordinates"":[[[125.64820326,7.12172003],[125.648325,7.1214]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20104,100,PVC,,37.077,"{""type"":""MultiLineString"",""coordinates"":[[[125.646814842,7.121646756],[125.646498982,7.121533366]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20105,100,PVC,,4.009,"{""type"":""MultiLineString"",""coordinates"":[[[125.645245093,7.121061104],[125.645267266,7.121069023],[125.645279266,7.121073308]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20106,100,PVC,,138.4,"{""type"":""MultiLineString"",""coordinates"":[[[125.64645107,7.121516073],[125.646428106,7.121508545],[125.645279266,7.121073308]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20108,50,GI,,0.463,"{""type"":""MultiLineString"",""coordinates"":[[[125.645527247,7.120361934],[125.645526504,7.120361671],[125.645524646,7.120361066],[125.645524117,7.120362173],[125.645523912,7.120362098]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20110,50,GI,,0.598,"{""type"":""MultiLineString"",""coordinates"":[[[125.646734512,7.120796673],[125.646732981,7.12079608],[125.646731328,7.120795416],[125.646730618,7.120796953],[125.64673034,7.120796853]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20112,50,PE,,188.521,"{""type"":""MultiLineString"",""coordinates"":[[[125.645523912,7.120362098],[125.643921,7.119777]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20113,50,GI,,0.434,"{""type"":""MultiLineString"",""coordinates"":[[[125.645529329,7.120364078],[125.645529151,7.120364014],[125.645529568,7.120362846],[125.645528085,7.120362259],[125.645527247,7.120361934]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20114,50,PE,,138.143,"{""type"":""MultiLineString"",""coordinates"":[[[125.64673034,7.120796853],[125.645578,7.120381],[125.645554,7.120373]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20115,50,GI,,0.603,"{""type"":""MultiLineString"",""coordinates"":[[[125.646737684,7.120799503],[125.646737269,7.120799353],[125.646737821,7.120798017],[125.646735922,7.120797246],[125.646734512,7.120796673]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20116,100,PVC,,48.251,"{""type"":""MultiLineString"",""coordinates"":[[[125.645209853,7.120195741],[125.645168,7.120312],[125.645064,7.120607]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",PAMPANGA
20141,100,PVC,,3.687,"{""type"":""MultiLineString"",""coordinates"":[[[125.597417628,7.113677828],[125.597451,7.113678]]]}","Mandug Water Supply System","Bulk Water",Mandug,TIGATTO
20146,150,PVC,,19.822,"{""type"":""MultiLineString"",""coordinates"":[[[125.441991544,7.205309786],[125.442058,7.205239],[125.44211,7.20518],[125.442112,7.205177]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,LACSON
20249,150,PVC,,45.473,"{""type"":""MultiLineString"",""coordinates"":[[[125.600467662,7.063877648],[125.60053,7.063683],[125.600331,7.063626]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",MA-A
20251,150,PVC,,10.673,"{""type"":""MultiLineString"",""coordinates"":[[[125.600436647,7.063969046],[125.600466063,7.063882139],[125.600467662,7.063877648]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",MA-A
20252,50,PVC,,119.497,"{""type"":""MultiLineString"",""coordinates"":[[[125.600431681,7.063973877],[125.600417653,7.064030984],[125.600394907,7.0641004],[125.600380932,7.064132526],[125.600361186,7.064161766],[125.600301183,7.064207795],[125.600213162,7.064302423],[125.600119898,7.064396902],[125.599995343,7.064525179],[125.599915217,7.064611418],[125.599893838,7.064644266],[125.599865129,7.064726822],[125.599859585,7.064753935],[125.599850092,7.064794188],[125.599812,7.064825]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",MA-A
20253,38,PE,,0.356,"{""type"":""MultiLineString"",""coordinates"":[[[125.601018456,7.064888984],[125.601019581,7.064892001]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",MA-A
20328,250,MLCSP,,41.23,"{""type"":""MultiLineString"",""coordinates"":[[[125.507299509,7.053448269],[125.506978,7.053259]]]}","Dumoy Water Supply System","Conjunctive Water",Tugbok,"BAGO GALLERA"
20388,200,BI,,1.294,"{""type"":""MultiLineString"",""coordinates"":[[[125.598172185,7.106426429],[125.598183833,7.106425214]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","BUHANGIN POBLACION"
20400,1000,MLCSP,,31.359,"{""type"":""MultiLineString"",""coordinates"":[[[125.598162838,7.106529938],[125.598193953,7.106552316],[125.598204976,7.106797329]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
20423,200,PVC,,101.251,"{""type"":""MultiLineString"",""coordinates"":[[[125.524785435,7.058784322],[125.524828,7.058765],[125.525613,7.058391]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO GALLERA"
20431,100,PVC,,58.722,"{""type"":""MultiLineString"",""coordinates"":[[[125.468097603,7.175456222],[125.467723,7.175833]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,"CALINAN POBLACION"
20460,150,PVC,,2.083,"{""type"":""MultiLineString"",""coordinates"":[[[125.505886096,7.038350737],[125.505873922,7.038359323]]]}","Lubogan Water Supply System","Ground Water",NA,BALIOK
20462,200,PVC,,1810.108,"{""type"":""MultiLineString"",""coordinates"":[[[125.505851648,7.038303787],[125.505889674,7.038275851],[125.506358563,7.037936544],[125.50675369,7.037648073],[125.507065286,7.037421603],[125.507420342,7.037160444],[125.508083804,7.036662847],[125.508643601,7.036254961],[125.509613277,7.035542058],[125.50999724,7.035251793],[125.510992433,7.034500614],[125.511057424,7.0344428],[125.51110527,7.034412498],[125.511966495,7.033788707],[125.512148309,7.03365434],[125.512316567,7.033528745],[125.512454124,7.033384809],[125.512707209,7.033077798],[125.513050602,7.032649777],[125.513480617,7.032076025],[125.513533646,7.032002263],[125.513624553,7.031869092],[125.513916812,7.032064861],[125.514679953,7.032576812],[125.515780414,7.033330337],[125.515900022,7.033411722],[125.516268435,7.033662913],[125.517103345,7.034226696],[125.517863297,7.034750608],[125.518772368,7.035368218]]]}","Lubogan Water Supply System","Ground Water",NA,DUMOY
20464,38,PE,,94.85,"{""type"":""MultiLineString"",""coordinates"":[[[125.650226568,7.124454889],[125.650334408,7.124434471],[125.650503287,7.124448116],[125.650625199,7.124446123],[125.650762536,7.12445759],[125.650826095,7.124458343],[125.650894039,7.124471364],[125.651039991,7.124515268],[125.651045991,7.124516268],[125.651049991,7.124515268],[125.651054991,7.124512268],[125.651057991,7.124508268],[125.651062637,7.124495621]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
20470,100,PVC,,2.247,"{""type"":""MultiLineString"",""coordinates"":[[[125.478223811,7.025478643],[125.47823,7.025498]]]}","Toril Water Supply System","Ground Water",NA,
20471,100,PVC,,3.809,"{""type"":""MultiLineString"",""coordinates"":[[[125.478223811,7.025478643],[125.478210574,7.025483793],[125.478217,7.025503]]]}","Toril Water Supply System","Ground Water",NA,
20571,100,PVC,,1.443,"{""type"":""MultiLineString"",""coordinates"":[[[125.521669244,7.080947299],[125.521678535,7.080938129]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20579,150,PVC,,26.026,"{""type"":""MultiLineString"",""coordinates"":[[[125.521768451,7.080829822],[125.521829259,7.080758177],[125.521884871,7.080713501],[125.521952179,7.080776695]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20581,150,PVC,,193.981,"{""type"":""MultiLineString"",""coordinates"":[[[125.524223349,7.079353889],[125.523944319,7.079514533],[125.522703199,7.08019353]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20583,150,PVC,,6.857,"{""type"":""MultiLineString"",""coordinates"":[[[125.524600861,7.079150691],[125.524547586,7.07918251]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20587,50,PE,,7.873,"{""type"":""MultiLineString"",""coordinates"":[[[125.605498425,7.089681384],[125.605504733,7.089679563],[125.605596408,7.089652778]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","BARANGAY 19-B"
20598,1000,MLCSP,,1.672,"{""type"":""MultiLineString"",""coordinates"":[[[125.598157449,7.106517506],[125.598157618,7.106526221],[125.598162838,7.106529938]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
20600,800,MLCSP,,25.667,"{""type"":""MultiLineString"",""coordinates"":[[[125.598164995,7.106455185],[125.598167987,7.106497059],[125.598170236,7.106566749],[125.59817116,7.10659101],[125.598171839,7.106611169],[125.598174718,7.106687048]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
20602,1000,MLCSP,,4.024,"{""type"":""MultiLineString"",""coordinates"":[[[125.598204976,7.106797329],[125.598205249,7.106814364],[125.598189103,7.106825056]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
20607,800,MLCSP,,22.186,"{""type"":""MultiLineString"",""coordinates"":[[[125.598174718,7.106687048],[125.598175251,7.106855022],[125.598146413,7.106855428],[125.598142578,7.1068554]]]}","Dumoy Water Supply System",,NA,"BUHANGIN POBLACION"
20617,150,PVC,,969.914,"{""type"":""MultiLineString"",""coordinates"":[[[125.518741328,7.074043722],[125.518728,7.074055],[125.518644,7.074127],[125.51826,7.07446],[125.517907,7.0748],[125.515547,7.077462],[125.514881,7.07821],[125.512831367,7.080520872]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
20636,50,PVC,,16.419,"{""type"":""MultiLineString"",""coordinates"":[[[125.496072097,7.023491652],[125.496214,7.023513],[125.496219,7.023514]]]}","Toril Water Supply System","Ground Water",NA,"CROSSING BAYABAS"
20639,100,PVC,,17.69,"{""type"":""MultiLineString"",""coordinates"":[[[125.495749903,7.025423886],[125.495897,7.025448],[125.495908,7.025449]]]}","Toril Water Supply System","Ground Water",NA,"CROSSING BAYABAS"
20644,100,PVC,,17.585,"{""type"":""MultiLineString"",""coordinates"":[[[125.495399002,7.027543152],[125.495553,7.027569],[125.495556,7.027569]]]}","Toril Water Supply System","Ground Water",NA,"CROSSING BAYABAS"
20656,100,PVC,,65.492,"{""type"":""MultiLineString"",""coordinates"":[[[125.495087686,7.02945976],[125.495033,7.029448],[125.494515808,7.029304345]]]}","Toril Water Supply System","Ground Water",NA,"CROSSING BAYABAS"
20849,200,PVC,,982.329,"{""type"":""MultiLineString"",""coordinates"":[[[125.640005176,7.227407722],[125.640004065,7.227416769],[125.639961,7.22769],[125.639957,7.227928],[125.639977,7.228175],[125.640004,7.228353],[125.640051,7.228538],[125.641132,7.23199],[125.64166,7.233687],[125.642324,7.2358],[125.642365108,7.235912154],[125.642369607,7.235923402]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
20869,200,PVC,,972.629,"{""type"":""MultiLineString"",""coordinates"":[[[125.64292981,7.219116699],[125.642927561,7.219123073],[125.642728,7.219743],[125.64222,7.22122],[125.642028,7.22173],[125.641382,7.223512],[125.641231726,7.223892251],[125.641099576,7.224258436],[125.640967427,7.224607471],[125.640753,7.225147],[125.640261,7.226553],[125.64006,7.227131],[125.64002,7.227313],[125.640006315,7.227399148],[125.640005176,7.227407722]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
20872,200,PVC,,99.157,"{""type"":""MultiLineString"",""coordinates"":[[[125.642369607,7.235923402],[125.642373356,7.23593315],[125.642421,7.236061],[125.64244,7.236103],[125.642519,7.236262],[125.642641,7.236429],[125.642746,7.236555],[125.642853,7.236668]]]}","Panacan Water Supply System","Bulk Water",Panacan,"BUNAWAN POBLACION"
20874,250,MLCSP,,13.766,"{""type"":""MultiLineString"",""coordinates"":[[[125.418854287,7.18325986],[125.418949424,7.183179451]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20879,200,PVC,,0.382,"{""type"":""MultiLineString"",""coordinates"":[[[125.420993111,7.184029862],[125.420996184,7.184031445]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20921,50,PVC,,149.395,"{""type"":""MultiLineString"",""coordinates"":[[[125.431911297,7.19016559],[125.431687,7.190665],[125.431626792,7.190785038],[125.431509,7.191129],[125.431401377,7.191415222]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20925,150,PVC,,11.869,"{""type"":""MultiLineString"",""coordinates"":[[[125.434853227,7.190538476],[125.434849378,7.190537796],[125.4347475,7.1905193]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20926,150,BI,,9.566,"{""type"":""MultiLineString"",""coordinates"":[[[125.4347475,7.1905193],[125.434747055,7.19052273],[125.43473627,7.190605071]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20927,200,PVC,,9.825,"{""type"":""MultiLineString"",""coordinates"":[[[125.434853227,7.190538476],[125.434839154,7.190624581],[125.43483884,7.190626145]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,MALAGOS
20928,50,PE,,8.438,"{""type"":""MultiLineString"",""coordinates"":[[[125.434855019,7.190526874],[125.434923741,7.190537781],[125.434924904,7.190531076]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20930,200,PVC,,3.925,"{""type"":""MultiLineString"",""coordinates"":[[[125.434687223,7.190600562],[125.43472229,7.190606301]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20933,200,PVC,,4.107,"{""type"":""MultiLineString"",""coordinates"":[[[125.43483884,7.190626145],[125.434840463,7.190626414],[125.434875491,7.190632428]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20935,200,PVC,,0.467,"{""type"":""MultiLineString"",""coordinates"":[[[125.434726479,7.190606877],[125.43472229,7.190606301]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20938,150,PVC,,6.845,"{""type"":""MultiLineString"",""coordinates"":[[[125.434735694,7.190610071],[125.43473724,7.190608987],[125.434744333,7.190609809],[125.434741401,7.190633868],[125.434738992,7.190634706],[125.434735537,7.190660571]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20939,150,PVC,,0.527,"{""type"":""MultiLineString"",""coordinates"":[[[125.434735694,7.190610071],[125.434735158,7.190614808]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20940,150,PVC,,2.195,"{""type"":""MultiLineString"",""coordinates"":[[[125.434735158,7.190614808],[125.434730091,7.190614181],[125.434731374,7.190604443],[125.43473627,7.190605071]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20941,150,BI,,1.012,"{""type"":""MultiLineString"",""coordinates"":[[[125.434735158,7.190614808],[125.434734078,7.190623895]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20942,150,PVC,,0.557,"{""type"":""MultiLineString"",""coordinates"":[[[125.43473627,7.190605071],[125.434735694,7.190610071]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
20945,200,PVC,,0.874,"{""type"":""MultiLineString"",""coordinates"":[[[125.434843002,7.190639529],[125.434840437,7.190635524],[125.434838892,7.190635236],[125.43483734,7.190634928]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,MALAGOS
20946,200,PVC,,19.29,"{""type"":""MultiLineString"",""coordinates"":[[[125.43483734,7.190634928],[125.434825842,7.190704277],[125.434816182,7.190782319],[125.434811182,7.190807319]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,MALAGOS
20947,250,"Steel Pipe",,1811.417,"{""type"":""MultiLineString"",""coordinates"":[[[125.434843002,7.190639529],[125.435293266,7.190714869],[125.435409194,7.19073377],[125.435940322,7.190821976],[125.436619826,7.190931525],[125.437333982,7.191046509],[125.437802105,7.191124634],[125.438402381,7.191227017],[125.439243806,7.191371769],[125.439783632,7.191465929],[125.440102107,7.191524623],[125.44066853,7.19162606],[125.441501539,7.19176622],[125.442149446,7.191876567],[125.442529829,7.191942596],[125.443329577,7.19207901],[125.443719961,7.192133685],[125.443857401,7.192136376],[125.444023908,7.192129199],[125.444250849,7.19208976],[125.444411412,7.192060166],[125.444576323,7.19198794],[125.445643923,7.191237818],[125.446315157,7.190757948],[125.446891324,7.190353485],[125.447256361,7.190102398],[125.447497713,7.189943907],[125.447682487,7.189847756],[125.448104543,7.189661441],[125.448427062,7.189532741],[125.449206962,7.189224999],[125.449519615,7.189094719],[125.45016878,7.188830005],[125.450200822,7.188818481],[125.450222674,7.188810523]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20948,200,PVC,,0.985,"{""type"":""MultiLineString"",""coordinates"":[[[125.43483884,7.190626145],[125.43483734,7.190634928]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,MALAGOS
20950,100,PVC,,84.71,"{""type"":""MultiLineString"",""coordinates"":[[[125.43532627,7.190714661],[125.435325537,7.190717866],[125.435309084,7.190789809],[125.435159036,7.1913091],[125.435103373,7.191446701]]]}","Malagos Water Supply System",,NA,MALAGOS
20952,150,PVC,,0.534,"{""type"":""MultiLineString"",""coordinates"":[[[125.434731357,7.190620931],[125.434732064,7.190623645],[125.434733611,7.190623844],[125.434734078,7.190623895]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20953,250,"Steel Pipe",,12.502,"{""type"":""MultiLineString"",""coordinates"":[[[125.434731357,7.190620931],[125.434832897,7.190637854],[125.434843002,7.190639529]]]}","Malagos Water Supply System","Ground Water",NA,"CALINAN POBLACION"
20954,150,PVC,,13.71,"{""type"":""MultiLineString"",""coordinates"":[[[125.434734078,7.190623895],[125.43471945,7.190747002]]]}","Malagos Water Supply System","Ground Water",NA,MALAGOS
21035,350,MLCSP,,1735.678,"{""type"":""MultiLineString"",""coordinates"":[[[125.533861,7.062653],[125.534965,7.061809],[125.535376,7.061498],[125.537365,7.059953],[125.538722,7.058934],[125.54003,7.057901],[125.54038,7.057404],[125.541287,7.055412],[125.541371,7.055237],[125.541403,7.055183],[125.541483,7.055107],[125.541543,7.055075],[125.541622,7.05504],[125.541681,7.055022],[125.541776,7.055016],[125.541855,7.055024],[125.541936,7.055043],[125.542031,7.055079],[125.542849,7.055501],[125.543053,7.055599],[125.543183,7.055649],[125.543299,7.055683],[125.543403,7.0557],[125.543509,7.055708],[125.543619,7.05571],[125.543685,7.055707],[125.543756,7.055697],[125.543864,7.055671],[125.544196,7.055534],[125.545271,7.055021],[125.545387,7.054999],[125.545456,7.055],[125.545577,7.055005],[125.545756,7.055027],[125.545808,7.055045],[125.545838,7.055018],[125.545884,7.054971]]]}","Dumoy Water Supply System","Conjunctive Water",Tugbok,"TALOMO POBLACION"
21041,100,PVC,,0.417,"{""type"":""MultiLineString"",""coordinates"":[[[125.496691797,7.03523865],[125.496689298,7.035241821],[125.496672712,7.035267551]]]}","Lubogan Water Supply System","Ground Water",NA,LUBOGAN
21109,100,PVC,,293.611,"{""type"":""MultiLineString"",""coordinates"":[[[125.499640705,7.061147825],[125.499620935,7.061086959],[125.499411213,7.060594273],[125.499376304,7.060494181],[125.499352922,7.060429632],[125.499276843,7.060262541],[125.499205474,7.060125843],[125.499004927,7.059698288],[125.498819118,7.059369678],[125.4987329,7.059206748],[125.498611745,7.058993563],[125.498581604,7.058916362],[125.498567264,7.058789075],[125.498600957,7.058747891]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
21111,100,PVC,,1.039,"{""type"":""MultiLineString"",""coordinates"":[[[125.498701093,7.058702508],[125.498697607,7.058693781]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
21112,100,PVC,,4.876,"{""type"":""MultiLineString"",""coordinates"":[[[125.498701093,7.058702508],[125.498742998,7.058688675]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
21114,400,MLCSP,,164.712,"{""type"":""MultiLineString"",""coordinates"":[[[125.595367576,7.127221204],[125.594457427,7.128400933]]]}","Mandug Water Supply System","Bulk Water",Mandug,TIGATTO
21122,150,PVC,,33.915,"{""type"":""MultiLineString"",""coordinates"":[[[125.662102498,7.123333821],[125.662019,7.123351],[125.661838,7.123479]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama",SASA
21130,100,,,0.595,"{""type"":""MultiLineString"",""coordinates"":[[[125.574016559,7.068505123],[125.574018021,7.068510297]]]}","Tugbok Water Supply System",,NA,"MATINA PANGI"
21131,100,,,270.975,"{""type"":""MultiLineString"",""coordinates"":[[[125.574018021,7.068510297],[125.574032603,7.068545111],[125.57406581,7.068563419],[125.574307429,7.069177789],[125.574411517,7.069486137],[125.574502941,7.069787113],[125.574560423,7.070127324],[125.574598744,7.070553872],[125.574610266,7.070771513],[125.574609956,7.070813893],[125.574569169,7.070809504]]]}","Tugbok Water Supply System",,NA,"MATINA CROSSING"
21132,100,PVC,,1.917,"{""type"":""MultiLineString"",""coordinates"":[[[125.496672712,7.035267551],[125.496685611,7.035274075]]]}","Lubogan Water Supply System","Ground Water",NA,LUBOGAN
21135,350,MLCSP,,0.541,"{""type"":""MultiLineString"",""coordinates"":[[[125.486619975,7.146905212],[125.486621326,7.146900509]]]}","Talandang - Riverside Water Supply System","Conjunctive Water",Talandang,"BIAO GUIANGA"
21136,100,PVC,,503.302,"{""type"":""MultiLineString"",""coordinates"":[[[125.486619975,7.146905212],[125.486626353,7.146905856],[125.486671921,7.146911074],[125.487695619,7.147084824],[125.487801891,7.14710091],[125.488514232,7.147212265],[125.489333019,7.14735792],[125.490030413,7.1474777],[125.491115187,7.147647158]]]}","Talandang - Riverside Water Supply System","Conjunctive Water",Talandang,"BIAO GUIANGA"
21137,150,PVC,,196.489,"{""type"":""MultiLineString"",""coordinates"":[[[125.494965426,7.132719872],[125.495363218,7.132694503],[125.495805992,7.132664795],[125.496435535,7.132627939],[125.496740521,7.132606773]]]}","Talandang - Riverside Water Supply System","Conjunctive Water",Talandang,ULA
21140,100,,,129.214,"{""type"":""MultiLineString"",""coordinates"":[[[125.599833507,7.183395702],[125.599842773,7.183396304],[125.600994914,7.183535837]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21141,100,,,33.066,"{""type"":""MultiLineString"",""coordinates"":[[[125.60098721,7.183232671],[125.60101302,7.183279299],[125.601119825,7.183500648]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21142,100,,,101.563,"{""type"":""MultiLineString"",""coordinates"":[[[125.601937246,7.185082861],[125.602844445,7.184932973]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21143,100,,,230.835,"{""type"":""MultiLineString"",""coordinates"":[[[125.601820766,7.184855707],[125.601895581,7.184839196],[125.602611743,7.184719492],[125.602702812,7.184703239],[125.603817301,7.184510783],[125.603879733,7.1844984]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21144,100,,,234.433,"{""type"":""MultiLineString"",""coordinates"":[[[125.601707511,7.184631519],[125.601792646,7.184614492],[125.602503132,7.184494272],[125.603724684,7.184287627],[125.603798984,7.184271116]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21145,100,,,238.368,"{""type"":""MultiLineString"",""coordinates"":[[[125.601589613,7.184409395],[125.601666492,7.184392884],[125.60238575,7.184269568],[125.602468305,7.184263119],[125.603623039,7.184057506],[125.603713609,7.18403832]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21146,100,,,242.792,"{""type"":""MultiLineString"",""coordinates"":[[[125.601469392,7.18418108],[125.602252114,7.184047445],[125.60235634,7.184027322],[125.603636454,7.183813195]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21147,100,,,111.054,"{""type"":""MultiLineString"",""coordinates"":[[[125.601342464,7.183944767],[125.602250051,7.183829448],[125.602267593,7.183809326],[125.602330923,7.183801305]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21148,100,,,255.935,"{""type"":""MultiLineString"",""coordinates"":[[[125.601252407,7.183761642],[125.601330339,7.183745217],[125.602137866,7.183641418],[125.602177014,7.183611482],[125.603473666,7.183457307],[125.603546934,7.183453179]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21149,100,,,261.425,"{""type"":""MultiLineString"",""coordinates"":[[[125.60101302,7.183279299],[125.601854046,7.183169914],[125.603349917,7.182965588],[125.603357251,7.182964565],[125.603358777,7.182964353]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21150,100,,,257.856,"{""type"":""MultiLineString"",""coordinates"":[[[125.601119825,7.183500648],[125.603436517,7.183212739]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21151,100,,,82.122,"{""type"":""MultiLineString"",""coordinates"":[[[125.603971059,7.18473884],[125.603879733,7.1844984],[125.603798984,7.184271116],[125.603777442,7.184207781],[125.603713609,7.18403832],[125.603711803,7.184033032]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21152,100,,,196.974,"{""type"":""MultiLineString"",""coordinates"":[[[125.601119825,7.183500648],[125.601142527,7.183538959],[125.601149235,7.183549665],[125.601204443,7.18366679],[125.601247765,7.183752207],[125.601252407,7.183761642],[125.601342464,7.183944767],[125.601469392,7.18418108],[125.601474746,7.18419127],[125.601589613,7.184409395],[125.601707511,7.184631519],[125.601820766,7.184855707],[125.601937246,7.185082861]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21153,,,,0.117,"{""type"":""MultiLineString"",""coordinates"":[[[125.603354882,7.182956279],[125.603357251,7.182964565]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
21154,100,,,29.892,"{""type"":""MultiLineString"",""coordinates"":[[[125.603439321,7.183220701],[125.603436517,7.183212739],[125.603349917,7.182965588]]]}","Indangan Water Supply System","Bulk Water",Indangan,INDANGAN
